review,sentiment
"""Mishima: A Life in Four Chapters"" is a visually stunning production that handles complex issues with evocative ease. It is based on the life of controversial Japanese author Yukio Mishima, who committed suicide in the 1970s. It is not really a biopic - at least not one in the traditional sense - but an exploration of Mishima's iconoclastic oeuvre. The film succeeds in presenting abstract concepts in an unembroidered, totally engaging manner. Paul Schrader makes you sympathize with Mishima without having to deconstruct him or his work. It doesn't quite solve the puzzle but it does make you understand it. An added bonus: As we see Mishima's fury over the lack of tradition in a morally vacant modern society, Schrader gives us an excellent demonstration of the dichotomy between thought and execution in cinema. John Bailey's cinematography is spectacularly good. The grandiosity of composer Philip Glass' work is perfectly suited for the project. ""Mishima"" is the best film I've seen this year, so far.",positive
"The best part about this movie is that you can watch it over and over again n still not be content of watching it. I have watched this movie least 10 times over the past 12 years and still it makes me laugh as if i was watching it for the first time. I have great liking for good comics like the Orgazmo,Cheech n chong, Monty Python series and many others but this one in Hindi is one of my favorite outstanding movies. Some of them recently in Hindi are Golmaal,Munnabhai series and Herapheri series. SO all i can say is Hind comedy is finally evolving. But Andaaz Apna Apna is pretty different from the movies i have said above. Its what i call the Hindi stoned comedy and very few of the kind found around 1994 in Hindi cinema.Cheers to Rajkumar Santoshi for the brilliant movie.",positive
"I first saw this on Thames television and loved it. I subsequently saw a dreadful write-up by someone who certainly hadn't watched or listened to it. So, I bought a copy and then I bought another copy! The only sad thing is that it is not available on PAL VHS or Region 2 DVD. The Australian version is great, but this one is better! I might buy another.............",positive
"If you have any kind of heart and compassion for people, this is a tough movie to watch, at least in the second half of it. <br /><br />It's in that segment where we see nice little kid get beaten up and then a retarded (mentally- challenged) man go off the deep end after he witnesses this brutal act against the child. It's not pleasant material.<br /><br />However, it's a good movie and the acting is good, too. The story will sit with you awhile.<br /><br />""Dominick"" is the mentally-disabled guy and is played by Tom Hulce. I think this might be Hulce's best role ever. He's looked after by a med student, ""Eugene,"" played by Ray Liotta, who became a star the following year with Kevin Costner's ""Field Of Dreams.""<br /><br />Dominick is a goodhearted garbage man who reads ""Hulk"" comic books and loves wrestling. He's the type of ""slow"" guy that you can't help but love and root for to live a happy life. When he freaks out, it's for several good reasons and...well, see the film for the whole story. It's worth your time but be prepared to go on real emotional roller coaster and possibly be very upset at some things you see.",positive
"Once again the two bickering professors must join together to save the lost world. The five members of the first expedition return (see The Lost World, 1992, for a list of actors). A man seeking oil brings a drilling crew to the plateau. Instead of striking oil they tap an underground volcano which threatens all life in the Lost World. The oil crew clash with the native people and the scientific expedition. Although the situation looks hopeless.... (I'm not going to tell you the ending).",positive
"This is an action packed film that makes me feel very peaceful and relaxed every time I see it. The film (short of its conclusion) demonstrates that in the face of extreme odds, it is still possible to prevail.<br /><br />This film is very refreshing, and likely to be banned at any moment. Get a copy of it before the thought police burn every copy they can find. They don't want you to have hope for the future, or to think you have a chance.<br /><br />On the other hand, should Political Correctness fail to supress it, this would be an excellent movie to release on DVD. Such a release could contain interviews with the writer and director, and related goodies. I'm sure it would sell some copies, and I would be one of the first to buy it.<br /><br />- Mincka",positive
"This movie is an embarrassment to film-making. I can't believe it was even listed as a comedy - not funny. Not only was the script atrocious, but the casting people should be shot. Gail O'Grady is just a great actress, but beyond that... %99 of the rest of the cast...ouch. Pretty much everyone else...wow it is hard to even...wow. Here is the number one rule about comedy ""DON'T TRY TO BE FUNNY"". There are a lot of very talented actors in Canada who can do drama and comedy - none of them were used in this film. Canadian nepotism and casting directors are helping to perpetuate bad film-making in Canada. I realize this is technically a ""US"" film, but look at the director, actors, location, etc. I just saw this on Bravo - they should be ashamed that they bought the rights to show this film. Again, there are a lot of great films out there that can't get airtime and they show this crap.",negative
"Although I had seen ""Gymkata"" in a theater way back in '85, I couldn't remember anything of the plot except for vague images of Kurt Thomas running and fighting against a backdrop of stone walls and disappointment regarding the ending.<br /><br />After reading some of the other reviews I picked up a copy of the newly released DVD to once again enter the world of Gymkata.<br /><br />It turns out this is one of those films produced during the '80s that would go directly to video today. The film stars champion gymnast Kurt Thomas as Jonathan Cabot, recruited out of the blue to infiltrate the nation of ""Parmistan"" to enter and hopefully win ""The Game,"" a suicidal bloodsport sponsored by the Khan who encourages his people by yelling what sounds like ""Yak Power."" The goal of the mission involves the Star Wars defense system. Jonathan is trained in the martial arts by Princess Rubali, who never speaks or leaves the house. Once trained tries to blend in with the locals by wearing a bright red sweater with dashes of blue and white. Needless to say Cabot finds himself running and fighting for his life along the stone streets of Parmistan, on his way to a date with destiny, and the Game.<br /><br />Star, Kurt Thomas was ill served by director Robert Clouse, who it looks like was never on the set. The so called script is just this side of incompetent. See other reviews for the many howlers throughout. The town of crazies has a few good moments, but is ultimately ruined by bad editing. The ending...meh. Still there's the germ of a good action adventure here. A Hong Kong version with more visceral action and faster pace might even be pretty good.",negative
"This film is terrible. I was really looking forward to it, as I thought ""Lantana"" was great.<br /><br />The following review may contain *spoilers*<br /><br />*****<br /><br />First, the good things: it looks great, some of the performances are OK. The bad things are everything else about it. <br /><br />The story, as you possibly know, is about some blokes who go fishing and discover a body, with the twist that they find it on Friday but continue fishing and finally report it on Sunday when they get back into mobile (cell phone) range. However the film takes it's time (boy does it take its time) getting to this central event.<br /><br />Of the ensemble of characters (about a dozen), not one seems to like another one (which is, I suppose, consistent, because they are all unlikable). I was extremely frustrated by the failure to adequately explain how the characters are related, and it was not until near the end of the movie that I could vaguely construct the family tree. <br /><br />It's hard to think of a film us unrelentingly grim, which is a failure in the structure of the story, as the character's lives seem just as bad before the fishing trip as after. Once you've set the bar so high, it's hard to up-it short of everyone committing suicide.<br /><br />There are silly lapses in logic. The killer dumps the body in the lake, and then it somehow drifts miles upstream into the mountains. The fishermen walk out Sunday morning, but for some reason Byrne gets home late at night after his wife has gone to bed. Then first thing the next morning the cops bang on the door to get him to come down to the station. Um, they haven't heard of the telephone? Down at the station, the media know the whole story, less than 24 hours after they reported the body?<br /><br />Totally missing from the story is the debate the blokes surely had after they find the body. This is a mystery - everyone asks them ""how could you do that?"" and the audience is asking the same question. (The debate about what to do with the body is the key scene in ""Deliverance""). I know exactly what I'd do in their situation. Someone needs to walk out to the car, drive to mobile range, call the cops, wait, and them guide them back to the location. If the others wait at camp and fish, who cares?<br /><br />A lot of all this just seems false. The only thing that rung true was that, as the girl was black, the local aboriginals seized on the fishermen's actions as racist - ""wouldn't have done it if it was a white girl."" <br /><br />Throughout there is a curious indifference to who might have killed the girl (I think the subject is mentioned once), and there is no mystery, as the audience sees the killer in the opening scene.<br /><br />So I'm sitting there simultaneously bored and confused, when there's a twist - not in the plot, but the theme. Suddenly it becomes about the quiet dignity of the bereaved aboriginals leading to a ludicrous ending with some incoherent stuff about black-white reconciliation. Huh?<br /><br />This is Australian film ""at its finest"", according to The Age.",negative
"I love the Jurassic Park movies, they are three of my all time favorite movies.<br /><br />And I hate this game, if there was one game I wish I never own for the Super Nintendo was this one.<br /><br />How can a game based on a classic movie be just too awful? And to make it worst, I was scare of this game when I was a kid.<br /><br />How dumb was that but then again I was a kid when this game was first out.<br /><br />The game play in this game is just odd. One minute it's a action game and then it's a shooter. What in the world is wrong with making up your mind when making a video game.<br /><br />The Sound in the game is just terrible to listen.<br /><br />The music is just too sick to listen to.<br /><br />The Controllers in the game don't work most of the time.<br /><br />Jurassic Park the game is just a waste of time and money and won't be a classic.<br /><br />Avoid at all cost",negative
"I saw this film many years ago (along with another of Shepitko's films, Wings) as part of a Soviet film series at a local film archive. But none of Shepitko's films, as far as I can tell, have ever made it to video or DVD in the United States. Ascent is a great film by any standard, with stunning black and white photography, hypnotic direction, and actors so deep into their roles that you have no sense of them merely giving a performance. Although the period details of Russian resistance to (and collaboration with) German occupation are very telling, the story is timeless. Two Russian partisans are captured by the Germans, and the interrogation tests their integrity as well as their courage. I suspect the reason why it has not been released on DVD by the Russians (here comes the spoiler) is that the Jewish intellectual (and not the tough Russian peasant) is the partisan who resists both threats and temptation, goes serenely to his death, and sets an heroic example for the villagers.",positive
"If you really enjoyed the 2002 Resident Evil movie, then you should just see it instead of waisting 2 hours you'll never get back. I can not believe that no one has commented that this movie is just a cheap knock off of RE. First, a ""special"" commando force is the unique defense for a facility with a computer matrix that has an AI and holographic projection. And this ""Hive"" rip-off has a series of traps that inevitably kill off one member of the squad at a time. There's even a chess reference in the code names, which was in the dialog of RE. Despite the fact that there are no zombies, the ""Rook"", the movie's nemesis, is some sort of bio-creature, very pail in color suggesting necrotic tissue, with a lot of cyborg components just like a super mutant of RE. So, a wag-of-the-finger to Mr. Richard Taylor for claiming any credit for this story.<br /><br />They are not the same movie obviously, but the writer got the idea watching Resident Evil I think.",negative
"One can only hope that there are many times when someone as powerful as Morgan Freeman can take the time to assist someone who needs help.<br /><br />It all comes down to loving people. As Will Rogers said, ""I never met a man I didn't like."" Of course, if you meet Paz Vega, what's not to like? That smile of hers can melt diamonds. She is just so fantastic that I can watch anything she is in. The same goes for Freeman. he is just magic on the screen.<br /><br />The two of them gave us a film that was funny from start to finish. From the Mexican supermarket to Lorraine & Bobby to Packy. It was tender, charming and just plain funny.<br /><br />You have to check this out.",positive
"*********Ten out of Ten Stars********* <br /><br />It's hard to believe this was a made for television movie. Just the phrase, ""made of TV"", makes me shudder. The production values for made for TV movies are almost always remarkably lower than production values for professional movie studios. That being said, this version of the ""Christmas Carol"" should have been released in theaters, because it IS that good. It's my personal favorite of all the ""Christmas Carol"" movies because every aspect of this production are of the highest quality. Yes, there are some minor on screen glitches with two of the ghosts that visit Scrooge, but there isn't a movie in existence that doesn't have at least a couple of mistakes.<br /><br />Scott turns in a stellar performance as Scrooge, he's a pleasure to watch. In fact, I can't think of one performance in this film that shouldn't be applauded. The costuming, location shooting, and winter backdrop are mesmerizing. The musical score is endearing and heart warming. Add to that, solid directing, flawless cinematography, and faithful scripting; we have here what will one day be considered a holiday classic. It really hasn't been around long enough to be a classic, but mark my words, one day soon it will be. This film has turned into a yearly Christmas tradition in my home because it embodies the true meaning behind Christmas: Love, selflessness, and giving. In as selfish, greedy world, my family and I can lose ourselves in ""The Christmas Carol"", starring George C. Scott.",positive
"I had never heard of this Adam Sandler movie until I saw it on the wall at Blockbuster. Being an Adam Sandler fan at the time, I rented it. HONESTLY I could only watch about 30 mins. of it. It was TERRIBLE. Do whatever it takes to keep this out of the hands of the public. I honestly hope this movie goes OOP soon, and I hope it STAYS THAT WAY!",negative
"Brass pictures (movies is not a fitting word for them) really are somewhat brassy. Their alluring visual qualities are reminiscent of expensive high class TV commercials. But unfortunately Brass pictures are feature films with the pretense of wanting to entertain viewers for over two hours! In this they fail miserably, their undeniable, but rather soft and flabby than steamy, erotic qualities non withstanding.<br /><br />Senso '45 is a remake of a film by Luchino Visconti with the same title and Alida Valli and Farley Granger in the lead. The original tells a story of senseless love and lust in and around Venice during the Italian wars of independence. Brass moved the action from the 19th into the 20th century, 1945 to be exact, so there are Mussolini murals, men in black shirts, German uniforms or the tattered garb of the partisans. But it is just window dressing, the historic context is completely negligible.<br /><br />Anna Galiena plays the attractive aristocratic woman who falls for the amoral SS guy who always puts on too much lipstick. She is an attractive, versatile, well trained Italian actress and clearly above the material. Her wide range of facial expressions (signalling boredom, loathing, delight, fear, hate ... and ecstasy) are the best reason to watch this picture and worth two stars. She endures this basically trashy stuff with an astonishing amount of dignity. I wish some really good parts come along for her. She really deserves it.",negative
"Fantastic Chaplin movie with many memorable moments as Charlie joins the army to fight in WW 1.<br /><br />At first he goes to boot camp, where he has to learn how to handle his rifle and how to walk in line. That's a really funny scene as the tramp is not used to keeping his feet straight!<br /><br />Next thing you know he's in France in a trench. Hilarious scenes here include a starving Charlie eating the cheese of a mousetrap and reading a letter from home over someone's shoulder.<br /><br />When Charlie goes to sleep he finds his bunker all flooded and his roommate snoring. This is such a funny part! I can't really describe it, just watch the movie. When Charlie wakes up his legs feel numb so he tries to 'wake them up'. It had me rolling on the floor when it turns out his second leg still feels numb... while Charlie actually rubs his roommate's foot!<br /><br />The movie then turns a bit grim, as Charlie shoots a couple of Germans from his trench (although it's done in a very funny way) and him personating as a tree to get close to the enemy, saving a friend of his from a death squad.<br /><br />Last part is him getting a french girl in trouble by hiding in her house. He then has to save her and while doing so he captures the german kaiser as well. To do so he impersonates a german kolonel or something. I love it when Charlie is asked something in german and he's like nein nein nein. The soldier looks at him in a funny way so Charlie changes his mind: ja ja ja! The kaiser gets captured and Charlie is the hero... but then he wakes up again in bootcamp, it was just a sweet dream!<br /><br />Charlie did one of those 'dream-sequences' before (The Bank comes to mind) but who cares, this movie was so funny it had me laughing all the way. Chaplin also has something to say with this movie (as his later work became more of a social comment to several mishaps in the world) and is explained best in the last sentence of the movie: 'Peace on earth, good will to all mankind.'<br /><br />In short: a Charlie classic, very funny, timeless. 9/10.",positive
"This movie has a very simple yet clever premise - an unemployed man trying to steal from a convenience store, and the store clerk catches him in the act... the thief runs away with the store-clerk right after him. All the while, the store clerk is in trouble with a low-rank Yakuza chinpira (gangster). Along the chase for the thief, they catch the eye of the Yakuza who's been looking for the convenience store clerk. The story then moves into high gear in the form of a Tom & Jerry (cat & mouse), but is added with the dog chasing after the cat. The entire 2nd act of D.A.N.G.A.N. Runner (can be translate to English as ""PINBALL RUNNERS"") is about the chase, and the chase goes on & on to the point that by the end of the 2nd act, the bum forgets why he is running away, and the Yakuza don't remember which of the 2 guys he is chasing, nor does he remember why they're running away from him.<br /><br />Similar to SABU's later film POSTMAN BLUES, the bulk of the film is simply all chase and action, with plenty of physical comedy and dark humor injected to keep the audience engaged. What falls short is the ending, to which the chase stops when the three men run out of steam, and into one of the most chaotic Mexican stand-offs you'll see on film that looks almost as if Sabu was paying homage to Tony Scott's TRUE ROMANCE (written by Quentin Tarantino).",positive
"I viewed this movie at the Magnolia Theater in Dallas a couple of days ago. Punk! Everyone and everything involved in the movie added to the punkiness of it. The music, well of course. But the movie itself captured the whole punk genre. Even a grandmother and school teacher (me) can appreciate artists who are able to turn their ideas into reality (well, reality, film-wise). This movie takes a handful of ticked-off young film makers and clearly and cleverly shows the ""why"" of their angst over not being given the green light on finishing the Waldo film. The (relatively) happy girl gave good comic relief, a nice respite from the continual (but understandable) ragging on the dude who left them in a lurch. Gotta love Stu, though. And be sure to watch/read the credits - they're the icing on the cake!",positive
"I have seen this play many times, from Olivier to Branagh, and this remains the one version that always stands out in my memory. Many actors have captured aspects of this character, but for me, it is always Derek Jacobi's performance they are compared to and all others just come up a bit short.",positive
"Twenty years ago, the five years old boy Michael Hawthorne witnessed his father killing his mother with an axe in an empty road and committing suicide later. On the present days, Michael (Gordon Currie) invites his girlfriend Peg (Stacy Grant) and his best friends Chris (Myc Agnew), Jennifer (Emmanuelle Vaugier), Lisa Ann (Kelly Benson), Ned (Brendon Beiser), Mitch Maldive (Phillip Rhys) and Trish (Rachel Hayward) to spend the Halloween in the country with his grandparents in their farm. He asks his friends to wear costumes that would represent their greatest innermost fear, and together with his Indian friend Crow (Byron Chief Moon), they would perform an ancient Indian celebration using the carved wooden dummy Morty (Jon Fedele) that would eliminate their fears forever. The greatest fear of Michael is to become a serial killer like his father, but something goes wrong and Morty turns into his father, killing his friends.<br /><br />""The Fear: Resurrection"" is a disappointing and pointless slash movie that uses the interesting concept of eliminating the greatest innermost fear of each friend before it grows, but in a messy screenplay full of clichés. There are some exaggerated performances, like for example Ms. Betsy Palmer; others very weak, but in general the acting is good. Unfortunately there is no explanation why the dummy is brought to live; further, in spite of being surrounded by close friends, the group does not feel pain or sorrow when each one of them dies. The low-pace along more than fifty minutes could have been used to built a better dramatic situation. In the very end, Michael shows a charm that his father was interested that I have not noticed along the story. I do not know whether the previous reference was edited in the DVD released in Brazil with 87 minutes running time. The special effects are very reasonable for a B-movie. My vote is four.<br /><br />Title (Brazil): ""Fear 2: Uma Noite de Halloween"" (""Fear 2: One Night of Halloween"")",negative
"I love most Jet Li movies (with the exception of Romeo Must Die) and I bought this movie in a VERY cheap three-pack with ""The Master"" and ""Twin Warriors"". While Twin Warriors was very impressive and I was thoroughly intrigued by it, and the master was a bit ""Karate Kid"" but also enjoyable, I thought this movie was TERRIBLE. I'm not just saying that because I'm used to better movies. I'm saying that it was almost down there with ""Kazaam"". The fight scenes were terrible (blurry cameras and no real fighting) and the plot was your typical ""stupid kung-fu plot"". If you are going to have a plot this stupid (see 'man turns into woman to become all-powerful then falls in love with Jet Li') you best have some great fighting to go with it. If you are looking for an original HK Jet Li movie, I suggest you go rent ""Shaolin Temple 2"" (aka Kids from Shaolin).",negative
"This movie has a very deep look at the relationships between a mother who was raised in a Christian environment and learned that appearance is everything. She and her son, who just recently returned from Vietnam collide in some very tense issues. The relationship has no connections intimately and is a great accurate portrayal of what it is like to live with someone who is false and only looks at the surface of issues. Kathy Bates does an excellent job of portraying a woman of false faith who is either oblivious to her cruelty, forgetful or just doesn't want to be confronted. Jeremy's wrath is never feared and it leads to a very disturbing conflict between him and his feelings about his fathers love for him. This is a very honest look at some family dynamics after a traumatic event leads one to despair.",positive
"I've been a devoted IMDB visitor for a few years. This is the movie that finally compelled me to write in a review.<br /><br />I caught this movie by chance (the opening credits happened to be scrolling past when I turned my TV on one morning). I thoroughly enjoyed the film for many reasons, all of which have been well covered by other reviewers -- the moodiness, the forgotten history of the Czech pilots, the subtle charm of the supporting characters, the fatalism of the main characters, and the first person view during the battle scenes.<br /><br />But the element of ""Dark Blue World"" that really stood out was the lack of dramatic effects, especially during combat (and this is a good thing!). While the pilots were flying in battle no musical score accompanied them, no manipulative shots of worried spouses/girlfriends were interwoven, every little aerial maneuver did not elicit trite patriotic cheers, and viewers weren't asked to swallow unbelievable James Bond-esque pilot heroics. Instead the audience is allowed to feel the melancholy, fear and isolation of these single pilot fighters while they try to stay aloft during combat. As comrades are shot down we are spared tearful howls and the typical (but audience pleasing) revenge based heroics. Instead the other pilots sadly and quietly observe their fellow pilot's fate -- in reality they still need to remain intensely focused on their own safety and objectives at that very moment. We only briefly experience the pilot's breathing and the background roar of the engines as we, the audience, witness a friend spiral quietly down to his death. And then immediately 'we' need to jump back into combat mode and focus on survival.<br /><br />Too often in Hollywood we're spoon-fed the emotions we're supposed to feel and no room is left for the viewer's imagination. ""Dark Blue World"" maintains a sparseness that captivates and involves the viewer, allowing us to invest in the movie and fill in the gaps and spaces using our own thoughts and feelings.<br /><br />Excellent film, well worth seeing.",positive
"This is actually a pretty bad film. The ideology is not as perverse as in those films Collins made later. However, my main misgivings about the film are that it is implausible and quite frankly boring for a long time. The whole concept of an ex-SAS man joining terrorists for no particular reason isn't very convincing and you can't help wondering why a group of highly organized terrorists (who later become pretty clueless) fall for it. The film starts with a pretty powerful scene but then meanders for quite a long time building up towards the great finale. Overall, I think Who dares wins could have been an interesting 45 minutes episode of The Professionals but the story doesn't carry a feature film. Although reasonably successful at the time this film initiated the demise of Collins' career who in the eighties mainly made cheap and dubious soldier-of-fortune or army films. Pity, because he actually is quite a versatile actor but at the end of the day Martin Shaw chose his roles more carefully and has a career that's still successful.",negative
"My first clue about how bad this was going to be was when the video case said it was from the people who brought us Blair Witch Project which was a masterpiece in comparison to this piece of garbage. The acting was on the caliber of a 6th grade production of Oklahoma and the plot, such as there was, is predictable, boring and inane. 85% of the script is four letter words and innumerable variations on them. Mother F seems to be the ""writer's"" favorite because it is used constantly. It must have taken all of 10 minutes to write this script in some dive at last call. Thank God I rented it and could jump through most of it on fast forward. Don't waste your time or money with this.",negative
"Another of many nearly forgotten movies cranked out by Poverty Row in the 1930's, resurrected by the magic of DVD.<br /><br />Starring stock Universal player Lionel Atwill (often a supporting actor in numerous Frankenstein movies) as a pair of twins involved in a murder racket. One kills the victims (stockbrokers involved in a scam) and asks witnesses for the exact time, while the other is deaf and is proved ""innocent"" because he could not have spoken to witnesses.<br /><br />Of course, where it falls apart is if it was a congenital deafness, wouldn't they both be deaf? Oh, well.<br /><br />Atwill does a pretty good job here, faking being deaf and mute. Unfortunately, no one else here can really act worth a darn.",negative
"After hearing about George Orwell's prophetic masterpiece for all of my life, I'm now 37, but never having read the book, I am totally confused as to what I've just seen.<br /><br />I am very familiar with the concepts covered in the novel, as i'm sure most are, but only through hearsay and quotes. Without this limited knowledge this film would have been a complete mystery, and even with it I'm still no more educated about the story of 1984 than I was before I watched it.<br /><br />On the plus side...<br /><br />The cinematography is amazing, Hurt & Burton deliver fine performances and the overall feel of the movie is wonderfully grim and desolate. The prostitute scene was a fantastically dark piece of film making.<br /><br />Now for the down sides, and there are plenty...<br /><br />There is a war going on, (at least as far as the propaganda is concerned), but why & with who? Nothing is explained. There are a couple of names bandied about (Eurasia etc), but they mean nothing without explanation.<br /><br />Who is Winston? what does he do? where does he come from? where does he work? why is he changing news reports? why isn't he on the front line? Why doesn't he eat the food in the canteen? What is that drink he's drinking through the entire film? Why is he so weak & ill? Why isn't he brainwashed like the rest of them? What's the deal with his mother & sister? What happened to his father? A little back story would have been nice, no scrub that, essential for those like myself that haven't read the book. Without it, this is just a confusing and hard to follow art-house movie that constantly keeps you guessing at what is actually going on.<br /><br />The soundtrack was dis-jointed and badly edited and the constant chatter from the Big Brother screens swamps the dialogue in places making it even harder to work out whats going on. I accept that this may have been an artistic choice but it's very annoying all the same.<br /><br />Also, I know this has been mentioned before, but why all the nudity? It just seemed totally gratuitous and felt like it had been thrown in there to make up for the lack of any plot coverage.<br /><br />I personally can't abide the way Hollywood feels it has to explain story lines word for word these days. We are not all brainwashed simpletons, but this is a few steps too far the other way. I can only imagine that it totally relies on the fact that you've read the book because if this film really is the 'literal translation' that I've seen many people say, I would find it very hard to understand why 1984 is hailed as the classic it is.<br /><br />There's no denying that it was light years ahead of it's time and has pretty much predicted every change in our society to date, (maybe this has been a sort of bible to the powers that be?), but many sci-fi novelists have done the same without leaving gaping holes in the storyline.<br /><br />I guess I have to do what I should have done from the start and buy a copy of the book if i'm to make any sense out of this.<br /><br />All in all, very disappointed in something I've waited for years to watch.",negative
"Slipknot is a hardcore rock band from Des Moines, Iowa. Nine band members who all wear customized boilersuits, and personalized, homemade masks (eg. #6's clown mask, #0's various gasmasks, #8's tattered + torn crashtest dummie mask with dreadlocks). The music itself seems to walk the finelines between sane and otherwise, yet is performed so brilliantly and psychotic.<br /><br />""Welcome To Our Neighborhood"" sounds rather a generic title, but the footage itself is something else. Interviews with the band, soundbites from their latest, selftitled album, 2 live performances, and one banned-by-MTV music video (a brilliant homage to the classic Kubrick film ""The Shining""), the movie clocks in at not even half-an-hour, but is certainly worth it. It is perfect for introducing any metal/hardcore fan to Slipknot.",positive
"One of the things that makes this Ealing comedy so outrageously funny is the clever editing. Shots that would be considered absolutely essential to most modern comedies are deliberately left out. (This is what was known as British understatement.) <br /><br />Three instances: A comic fight is edited like this. Alec Guiness has invented a new cloth that will ruin the industry. Half a dozen businessmen invite him to their office to try to get him to sign a contract relinquishing his control of the cloth so that production can be suppressed. When he catches on to this, Guiness stands up and turns to walk to the door. Two men block his way. ""Excuse me,"" he says quietly, taking a step forward. The two men move between Guiness and the camera. Cut. A secretary is sitting outside at her desk. There is silence until the buzzer begins signaling her frantically. She takes up her notebook and opens the door to the inner office where a full-fledged noisy Donnybrook is in progress and the room is half wrecked. Guiness dashes out the open door.<br /><br />The following example would be unthinkable today. During the research phase of his invention Guiness sets up an elaborate chemical apparatus but instead of converting the experimental liquid into the new cloth, the device explodes. Again and again it explodes. The laboratory is cleared of all other work. The blasts continue. Ceilings fall down. Windows are blown out. The director of research is seated at his desk in a tiny office cluttered with debris, a bandage on his head. When the door behind him opens he jumps a foot in the air. ""Sit down,"" he tells his visitor, ""there's another one due at any moment."" It is excruciatingly amusing -- and there is not a single shot of any explosions. This would be unimaginable now without a fireball, and maybe a building collapsing in slow motion.<br /><br />Last example, consisting of a series of quick, relentless cuts, put together precisely. Guiness is being pursued and is cornered in the lobby of an office building by people who want him to sign the contract. Faced with two men about to grapple with him, Guiness backs up with a determined expression. He bumps against a pedestal with an iron bust on it. The bust topples backward and bumps against the wall. There is a shot lasting about one second of the bust hitting the wall. Another brief shot of a metal shield hung above the bust being jarred loose and falling down. Quick cut to Guiness's head rising into the frame. Cut to the two men staring into the camera while horrible brass banging and thudding sounds are heard off screen. Cut to Guiness flat on his back. Nobody today would have the cojones to NOT show Guiness being crowned by that shield.<br /><br />I won't go on with this. It's a comedy alright but a pretty bitter one underneath all the hilarity. In solving one set of problems, Guiness has created dozens of others. He is opposed both by management and labor, neither of which is shown to much advantage. And of course the economic implications have to do with more than cloth. ""What about that car that runs on water with a pinch of something or other in it?"" one of the workers asks. ""Vested interests,"" comments another worker, as Thorstein Veblen nods in his grave. What WOULD happen if our problems with energy were solved overnight? If I owned shares of Exxon -- and I think I do -- I'd shudder at the thought. Where would the oil industry be if there were no more need for oil? For that matter, where would the police force and the FBI be if crime were to suddenly disappear? This is a thoughtful and very amusing movie, superbly directed and edited. The roster of performers is peerless. Joanne Greenwood with that husky voice. The blithering Cecil Parker. The wheezing mummified Ernest Thesiger. <br /><br />A first-rate job all around.",positive
"This film was slated to be a blockbuster film, and it really is. This is the type of movie that is made to eat popcorn to and watch the flashy graphics. With that in mind, the movie delivers, perhaps not as well as the ultra flashy Iron Man, but well enough. Outside of the popcorn munching action and special effects, the film drops off of the cliff faster than Wile E. Coyote.<br /><br />Many viewers, myself included, will complain about how most of the characters were severely altered, but that only makes the film a poor adaptation, not a poor film. This film is unsatisfactory for other reasons. The makers focused more on making it appealing to the eye than they did to the mind. The characters that have been long awaited and promoted are reduced to 4-scene cameos. The main characters of Wolverine, Victor Creed (never called Sabertooth in the film) and Colonel Stryker are well developed. I was pleasantly surprised by Liev Schriber's performance. The rest of the characters are tossed to the wayside to make way for the all important eye-candy. Wolverine's character is fully developed after 30-minutes, as is Sabertooth, though Victor does pull off some surprises late in the film.<br /><br />The ""final boss"" of the film is a twisted and perverse adaptation of the original character and barely gets any development to show just why he is the way he is. The filmmakers obviously felt that all they really needed to do was create a bad ass character who could do anything they wanted and slapped on the name of a popular character.<br /><br />Very disappointing...",negative
"This movie has remained in my mind for years as one of the best made-for-TV movie mysteries I've ever seen. The acting is superb. I've seen it twice and still am puzzled at some parts. I'd love to have a copy so I can play certain parts over and over again. I am interested in buying a copy of this movie, but cannot find it anywhere.I am wondering if if anyone has any suggestions how to find it? I've tried e-bay, Amazon.com, Internet searches, and am completely frustrated. I've not seen it on Turner Classic Movies, nor on American Movie Classics and I have even put out fliers in our community asking if anyone has a copy.",positive
"I seriously don´t know why this movie got such a hostile reception when it was first released. Sure, it´s overlong and somewhat gratuitous in its depictions of sexuality and violence but so are lots of well regarded movies. I seriously don´t think that the people who hated ""Heaven´s Gate"" really understood it. ""Heaven´s Gate"" in its uncut form, much like ""The Deer Hunter"" shows the gross differences of living an insecure and dangerous life (like the immigrants and Averil in Wyoming) and living in comfort and privilege (like the settled ""Americans"" in Wyoming and Averil in the prologue and epilogue). Living a hard life is painful but it can also be invigorating as opposed to the dull life Averil leads in the epilogue. Also, as Michael Cimino took great pains to make the picture historically accurate , it is fascinating as a document of (and maybe indictment of) American life in Old West Wyoming. The dialogue is often genuinely clever and emotional. Combined with great music and cinematography, the movie works like a truly poetic work of art. Granted, ""Heaven´s Gate"", with its refusal to patronize the viewer, is not for all tastes. However, Hollywood turns out so much commercial dreck each year which is so much easier to dismiss as mindless eye candy (even when an example of it becomes a blockbuster) that ""Gate"" and Cimino really do deserve more respect. All people should see the uncut version at least once and then they should make up their own mind.<br /><br />",positive
